Race,Year,State,Deaths,Population,Crude_Rate,Age_Adj_Death_Rate
White,2017,Nevada,701,2297024,30.5,29.2
White,2017,New Hampshire,434,1271499,34.1,25.1
White,2017,New Jersey,2577,6583130,39.1,25.2
White,2017,New Mexico,545,1740703,31.3,23.7
White,2017,New York,3083,14023221,22,14.3
White,2017,North Carolina,3583,7390201,48.5,37.9
White,2017,North Dakota,383,670004,57.2,36.8
White,2017,Ohio,4693,9702995,48.4,34.1
White,2017,Oklahoma,1603,3051867,52.5,40.2
White,2017,Oregon,1796,3697722,48.6,36.7
White,2017,Pennsylvania,3961,10637357,37.2,22.2
White,2017,Rhode Island,423,905231,46.7,28.1
White,2017,South Carolina,2085,3486473,59.8,46.3
White,2017,South Dakota,437,748768,58.4,37.4
White,2017,Tennessee,3196,5350680,59.7,47.6
White,2017,Texas,8745,22728838,38.5,40.1
White,2017,Utah,972,2866353,33.9,42.8
White,2017,Vermont,369,597247,61.8,43.3
White,2017,Virginia,2181,6027893,36.2,29.2
White,2017,Washington,3524,6064494,58.1,48.3
White,2017,West Virginia,758,1719416,44.1,31
White,2017,Wisconsin,2354,5117202,46,31.8
White,2017,Wyoming,209,544781,38.4,32.9
White,2018,Alabama,2187,3426745,63.8,46.6
White,2018,Alaska,112,507912,22.1,30.5
White,2018,Arizona,2853,6039570,47.2,33.4
White,2018,Arkansas,1331,2424998,54.9,39.8
White,2018,California,14178,29301825,48.4,41
White,2018,Colorado,1571,5050401,31.1,30
White,2018,Connecticut,949,2903404,32.7,19.4
White,2018,Delaware,349,683930,51,32.9
White,2018,District of Columbia,29,326137,8.9,10.7
White,2018,Florida,6218,16721748,37.2,19.7
White,2018,Georgia,3620,6466753,56,49.2
White,2018,Hawaii,118,430497,27.4,24.1
White,2018,Idaho,659,1660028,39.7,35.5
White,2018,Illinois,3582,9917646,36.1,26.3
White,2018,Indiana,2525,5763803,43.8,34
White,2018,Iowa,1418,2896007,49,31.8
White,2018,Kansas,863,2559361,33.7,23.8
White,2018,Kentucky,1618,3966164,40.8,33.4
White,2018,Louisiana,1697,2968719,57.2,43.6
White,2018,Maine,576,1281687,44.9,28.5
White,2018,Maryland,892,3628187,24.6,17.2
White,2018,Massachusetts,1753,5670599,30.9,20.4
White,2018,Michigan,4171,8041198,51.9,36.2
White,2018,Minnesota,2376,4791431,49.6,34.2
White,2018,Mississippi,1240,1785077,69.5,49.5
White,2018,Missouri,2435,5156415,47.2,33.2
White,2018,Montana,303,962460,31.5,21.9
White,2018,Nebraska,660,1725837,38.2,27.4
White,2018,Nevada,618,2317575,26.7,24.7
White,2018,New Hampshire,487,1279355,38.1,26.9
White,2018,New Jersey,2442,6511007,37.5,24.2
White,2018,New Mexico,560,1744329,32.1,23.6
White,2018,New York,3316,13837347,24,15.2
White,2018,North Carolina,3763,7451579,50.5,38.6
White,2018,North Dakota,353,670697,52.6,34.2
White,2018,Ohio,5018,9698709,51.7,36
White,2018,Oklahoma,1591,3056708,52,38.8
White,2018,Oregon,1813,3728759,48.6,36.3
White,2018,Pennsylvania,3852,10609745,36.3,21.4
White,2018,Rhode Island,449,901715,49.8,29.5
White,2018,South Carolina,2159,3531746,61.1,46.1
White,2018,South Dakota,432,755314,57.2,37.1
White,2018,Tennessee,3198,5391207,59.3,46.6
White,2018,Texas,8870,22961663,38.6,39.8
White,2018,Utah,996,2913538,34.2,42.5
White,2018,Vermont,333,598200,55.7,38.2
White,2018,Virginia,2197,6045867,36.3,28.5
White,2018,Washington,3538,6128227,57.7,47.4
White,2018,West Virginia,778,1708531,45.5,31.4
White,2018,Wisconsin,2381,5121396,46.5,32
White,2018,Wyoming,272,542483,50.1,41.7
White,2019,Alabama,2235,3437480,65,46.6
White,2019,Alaska,111,503476,22,28.2
White,2019,Arizona,2885,6118935,47.1,32.8
White,2019,Arkansas,1374,2426008,56.6,40.4
White,2019,California,14206,29203765,48.6,40.8
White,2019,Colorado,1816,5099538,35.6,33.9
White,2019,Connecticut,914,2886404,31.7,18.7
White,2019,Delaware,286,686304,41.7,26
White,2019,District of Columbia,33,330479,10,12.5
White,2019,Florida,6057,16854502,35.9,18.8
White,2019,Georgia,3301,6501503,50.8,43.5
White,2019,Hawaii,113,428523,26.4,22
White,2019,Idaho,642,1691082,38,33.7
White,2019,Illinois,3508,9854559,35.6,25.6
White,2019,Indiana,2424,5780770,41.9,32.2
White,2019,Iowa,1327,2891595,45.9,29.4
White,2019,Kansas,813,2558440,31.8,22.4
White,2019,Kentucky,1612,3963276,40.7,32.7
White,2019,Louisiana,1717,2958038,58,43.5
White,2019,Maine,537,1285624,41.8,25.9
White,2019,Maryland,769,3616873,21.3,14.6
White,2019,Massachusetts,1581,5649253,28,18.4
White,2019,Michigan,4109,8030450,51.2,35.4
White,2019,Minnesota,2509,4798563,52.3,35.8
White,2019,Mississippi,1297,1777310,73,51.1
White,2019,Missouri,2583,5161380,50,34.7
White,2019,Montana,319,967929,33,22.8
White,2019,Nebraska,743,1726955,43,30.4
White,2019,Nevada,582,2344105,24.8,22.4
White,2019,New Hampshire,508,1281488,39.6,28.1
White,2019,New Jersey,2355,6484830,36.3,23.2
White,2019,New Mexico,541,1742518,31,22.3
White,2019,New York,3258,13767670,23.7,14.9
White,2019,North Carolina,3691,7520342,49.1,36.8
White,2019,North Dakota,399,672030,59.4,37.9
White,2019,Ohio,4837,9682405,50,34.5
White,2019,Oklahoma,1622,3061110,53,38.9
White,2019,Oregon,1933,3749684,51.6,38
White,2019,Pennsylvania,3935,10583680,37.2,21.9
White,2019,Rhode Island,443,900386,49.2,29.8
White,2019,South Carolina,1892,3581951,52.8,38.8
White,2019,South Dakota,486,758952,64,41.1
White,2019,Tennessee,2962,5432785,54.5,42.2
White,2019,Texas,9177,23152887,39.6,40.2
White,2019,Utah,958,2953540,32.4,39.6
White,2019,Vermont,315,596426,52.8,35.6
White,2019,Virginia,2228,6053235,36.8,28.4
White,2019,Washington,3374,6165296,54.7,44.3
White,2019,West Virginia,817,1695855,48.2,32.7
White,2019,Wisconsin,2313,5126856,45.1,30.8
White,2019,Wyoming,236,543158,43.4,35
White,2020,Alabama,2573,3445489,74.7,52.6
White,2020,Alaska,112,500604,22.4,27.8
White,2020,Arizona,3045,6217929,49,33
White,2020,Arkansas,1606,2430075,66.1,46.1
White,2020,California,15619,28881215,54.1,44.6
White,2020,Colorado,2049,5130909,39.9,37.2
White,2020,Connecticut,1031,2862056,36,21.2
White,2020,Delaware,398,690968,57.6,35.5
White,2020,District of Columbia,32,335845,9.5,11.6
White,2020,Florida,6645,17016011,39.1,20.1
White,2020,Georgia,3722,6514563,57.1,47.7
White,2020,Hawaii,146,423120,34.5,27.2
White,2020,Idaho,733,1727195,42.4,36.8
White,2020,Illinois,4034,9751287,41.4,29.6
White,2020,Indiana,2626,5781775,45.4,34.7
White,2020,Iowa,1442,2889308,49.9,31.9
White,2020,Kansas,931,2554397,36.4,25.4
White,2020,Kentucky,1649,3963013,41.6,33.1
White,2020,Louisiana,1948,2946293,66.1,48.4
White,2020,Maine,584,1289612,45.3,28.1
White,2020,Maryland,893,3595768,24.8,16.8
White,2020,Massachusetts,1665,5619604,29.6,19.5
White,2020,Michigan,4432,8004389,55.4,38.2
White,2020,Minnesota,2538,4789648,53,35.8
White,2020,Mississippi,1589,1768002,89.9,61.5
White,2020,Missouri,2659,5167287,51.5,35.4
White,2020,Montana,336,978119,34.4,23.9
White,2020,Nebraska,777,1725392,45,32.1
White,2020,Nevada,781,2367706,33,28.9
White,2020,New Hampshire,485,1285020,37.7,26.3
White,2020,New Jersey,2387,6440419,37.1,23.6
White,2020,New Mexico,692,1743560,39.7,27.9
White,2020,New York,3388,13619969,24.9,15.5
White,2020,North Carolina,3879,7575561,51.2,37.7
White,2020,North Dakota,419,673624,62.2,39.9
White,2020,Ohio,5458,9653181,56.5,38.9
White,2020,Oklahoma,1666,3063684,54.4,39.4
White,2020,Oregon,1943,3762475,51.6,37.8
White,2020,Pennsylvania,4240,10530577,40.3,23.7
White,2020,Rhode Island,477,895772,53.3,32.4
White,2020,South Carolina,2111,3631407,58.1,41.7
White,2020,South Dakota,478,763985,62.6,40.2
White,2020,Tennessee,3286,5475185,60,45.7
White,2020,Texas,10771,23314879,46.2,46.4
White,2020,Utah,1086,2989783,36.3,43.4
White,2020,Vermont,279,594964,46.9,31.3
White,2020,Virginia,2355,6063666,38.8,29.5
White,2020,Washington,3478,6190305,56.2,45.1
White,2020,West Virginia,917,1686512,54.4,36.4
White,2020,Wisconsin,2511,5121088,49,33.6
White,2020,Wyoming,223,546461,40.8,32.4
Black,1999,United States,2342,36173121,6.5,11.3
Black,2000,United States,2728,36594309,7.5,13
Black,2001,United States,3114,37249775,8.4,14.8
Black,2002,United States,3341,37748424,8.9,15.8
Black,2003,United States,3718,38209741,9.7,17.4
Black,2004,United States,4232,38738798,10.9,19.6
Black,2005,United States,4620,39280731,11.8,20.8
Black,2006,United States,4455,39857107,11.2,19.7
Black,2007,United States,4760,40451108,11.8,20.5
Black,2008,United States,5075,41048959,12.4,21.2
Black,2009,United States,5090,41632450,12.2,20.6
Black,2010,United States,5220,42065334,12.4,20.6
Black,2011,United States,5482,42678815,12.8,20.8
Black,2012,United States,5451,43203092,12.6,19.9
Black,2013,United States,5714,43696271,13.1,20.1
Black,2014,United States,6567,44309394,14.8,22.3
Black,2015,United States,8156,44863196,18.2,26.6
Black,2016,United States,8669,45307020,19.1,27.5
Black,2017,United States,9084,45883808,19.8,27.8
Black,2018,United States,9042,46262846,19.5,26.6
Black,2019,United States,9369,46599393,20.1,26.7
Black,2020,United States,11023,47181245,23.4,30.4
White,1999,United States,41877,228687790,18.3,17.2
White,2000,United States,46460,230085762,20.2,18.8
White,2001,United States,50348,232192666,21.7,20
White,2002,United States,55058,233720535,23.6,21.6
White,2003,United States,59184,235125072,25.2,22.9
White,2004,United States,61087,236670034,25.8,23.3
White,2005,United States,66191,238187095,27.8,24.7
White,2006,United States,67088,239805271,28,24.5
White,2007,United States,68933,241390828,28.6,24.6
White,2008,United States,76263,242966379,31.4,26.7
White,2009,United States,72696,244388833,29.7,25
White,2010,United States,76928,245423340,31.3,26
White,2011,United States,78055,247094331,31.6,25.7
White,2012,United States,76590,248224553,30.9,24.7
White,2013,United States,77387,249344498,31,24.4
White,2014,United States,84990,250630467,33.9,26.4
White,2015,United States,99866,251875054,39.6,30.5
White,2016,United States,104638,252702814,41.4,31.4
White,2017,United States,109311,253935650,43,32.3
White,2018,United States,109699,254564236,43.1,31.8
White,2019,United States,108683,255040203,42.6,31.1
White,2020,United States,119124,254989656,46.7,33.7
